,serious_dlqin2yrs,revolving_utilization_of_unsecured_lines,age,number_of_time30-59_days_past_due_not_worse,debt_ratio,monthly_income,number_of_open_credit_lines_and_loans,number_of_times90_days_late,number_real_estate_loans_or_lines,number_of_time60-89_days_past_due_not_worse,number_of_dependents
46232,0,0.131198158,59,0,0.3067915689999999,8539.0,10,0,2,0,0.0
61893,0,0.6045108489999999,33,0,0.230417582,11374.0,9,0,1,0,2.0
117077,0,0.25627285,52,0,0.5866916589999999,3200.0,10,0,1,0,1.0
82504,0,0.056367252,58,0,0.3006277609999999,4300.0,4,0,1,0,0.0
18300,1,0.761560592,65,1,0.38150697,5666.0,6,1,1,0,0.0
74217,0,0.0968704259999999,43,0,0.337798242,7166.0,16,0,1,0,2.0
147027,0,0.0,42,0,0.3716327649999999,3637.0,5,0,2,0,0.0
20964,0,0.613726132,44,0,0.6983254190000001,4000.0,20,0,2,0,0.0
43183,0,0.0,79,0,0.0089970009999999,3000.0,7,0,0,0,0.0
142582,0,3825.0,75,0,0.031509121,3617.0,1,0,0,0,0.0
78775,0,0.7698321309999998,30,0,0.6141775889999999,5416.0,9,0,2,0,1.0
96216,0,0.0,67,0,0.006189003,4200.0,1,0,0,0,1.0
20005,0,0.4246991179999999,33,0,0.1592294559999999,4100.0,6,0,0,0,3.0
19399,0,0.0083008639999999,38,0,0.1847210189999999,15000.0,6,0,1,0,3.0
107452,0,0.004799852,50,0,0.332052951,31500.0,15,0,6,0,3.0
109917,0,0.003442567,62,0,0.2764736569999999,7667.0,6,0,1,0,0.0
103046,0,0.9999999,39,2,0.327048586,5515.0,3,0,1,0,1.0
19920,0,0.119263984,61,1,0.426591826,5700.0,24,0,1,0,1.0
35459,0,0.9999999,30,0,0.0,1.0,0,0,0,0,2.0
86796,0,0.096947848,42,0,0.1286437659999999,7306.0,7,0,0,0,1.0
98204,0,0.044655352,74,0,0.009046625,5747.0,9,0,0,0,0.0
79897,0,0.756852135,37,0,0.368449487,1850.0,3,0,0,0,0.0
58744,1,1.158218126,70,2,0.3824655439999999,2611.0,6,0,0,1,0.0
132992,0,0.1456899509999999,39,0,0.524337817,7210.0,22,0,4,0,3.0
85234,0,1.30099728,53,0,0.284781288,13167.0,12,0,2,0,1.0
2413,0,0.6556339089999998,65,0,0.472856019,5083.0,13,0,1,0,0.0
74888,0,0.478340653,56,1,0.508850216,6722.0,9,0,1,0,0.0
40607,0,0.577039527,67,0,0.8600279939999999,5000.0,9,0,2,0,0.0
134591,0,0.148451482,64,0,4.994445062,9000.0,10,0,1,0,2.0
138563,0,0.050389109,62,0,2.4570858280000003,500.0,9,0,1,0,0.0
72180,0,0.095798646,44,0,0.1892109499999999,3725.0,5,0,0,0,1.0
112157,0,0.056152406,65,0,0.327294554,9162.0,7,0,1,0,1.0
120889,0,0.139843418,50,0,0.4151584839999999,10000.0,17,0,2,0,0.0
110448,0,1.001982088,30,1,0.172915073,3920.0,5,0,0,0,0.0
113710,0,0.4522381170000001,42,0,1.237442922,656.0,5,1,0,0,0.0
5335,0,0.000258182,38,0,0.363981643,25275.0,29,0,3,0,2.0
7706,0,0.065132248,57,1,0.303554457,5260.0,14,0,2,0,1.0
127556,0,0.4388913549999999,54,0,0.598320084,6666.0,12,0,2,0,0.0
128273,0,0.023030634,76,0,0.0077992199999999,10000.0,7,0,0,0,1.0
104512,0,0.338085406,58,0,0.934214769,3100.0,12,0,1,0,1.0
55709,0,0.016356753,45,1,0.3077033419999999,6970.0,9,0,1,0,3.0
90037,0,0.148955238,46,0,0.7863467579999999,3500.0,10,0,1,0,2.0
30088,0,0.098431348,41,0,0.298898358,4810.0,9,0,1,0,3.0
52530,0,0.004831425,62,0,0.2056226959999999,11666.0,13,0,1,0,0.0
136136,0,0.0793420989999999,68,1,0.3305925719999999,7053.0,17,0,1,0,0.0
127663,0,0.720330509,45,0,0.4096385539999999,5560.0,7,0,2,0,4.0
83691,0,0.264685363,34,0,0.517015958,5200.0,8,0,1,0,1.0
115131,0,0.019796041,25,1,0.382504754,3680.0,2,0,1,0,0.0
97814,0,0.0,40,0,0.330556481,3000.0,8,0,1,0,0.0
145666,1,0.8496200509999998,65,1,0.8116213679999998,3200.0,8,0,2,1,0.0
81193,0,0.8337301209999999,31,0,0.134573085,5000.0,4,0,0,0,0.0
19186,0,0.538860104,41,0,0.3741148699999999,5083.0,7,0,2,0,0.0
13067,1,1.033324077,27,2,0.195191621,4200.0,8,0,0,0,1.0
3701,0,0.281885767,87,0,0.1644759019999999,11867.0,7,0,2,0,0.0
140134,0,0.757262137,57,0,0.265466817,8000.0,7,0,1,0,1.0
86594,0,0.016790546,40,0,1.278253604,4786.0,10,0,2,0,0.0
144537,0,0.088657708,78,0,0.6314299199999999,2118.0,16,0,2,0,0.0
94010,0,0.473730649,44,0,0.270750988,7083.0,13,0,1,0,0.0
73617,1,0.1760980789999999,50,0,0.416450364,23500.0,22,0,4,0,2.0
99164,0,0.0,53,0,0.1268121979999999,6000.0,14,0,0,0,0.0
9291,0,0.4883107259999999,28,0,0.100575583,3300.0,15,0,0,0,1.0
113419,0,0.00839832,45,0,0.0817239419999999,14083.0,6,0,0,0,1.0
115027,1,0.975767474,48,3,0.5903157119999999,10800.0,11,0,3,0,1.0
129996,0,0.082017485,39,0,0.009845397,13000.0,4,0,0,0,3.0
84484,1,0.9999999,28,0,0.066622252,1500.0,2,2,0,0,0.0
100174,0,0.111259249,61,0,0.187627069,24100.0,11,0,2,0,2.0
8461,0,0.0618871699999999,34,0,1184.0,0.0,7,0,1,0,0.0
53240,0,0.159561348,40,0,0.3031439799999999,5597.0,5,0,1,0,1.0
96743,0,0.048920691,42,1,0.5277489329999999,8666.0,10,0,3,0,2.0
60031,0,0.0070482849999999,38,0,0.29790881,5833.0,10,0,0,0,1.0
76128,0,0.0,63,0,0.6675014449999999,5190.0,15,0,2,0,0.0
142521,0,0.000424974,69,0,0.1398190759999999,6300.0,14,0,0,0,1.0
28240,0,0.0569256009999999,58,0,0.2146763529999999,12250.0,14,0,3,0,0.0
31551,1,1.023255814,43,2,0.3166727469999999,2740.0,4,1,0,2,2.0
103014,0,0.169241956,26,0,0.005623828,4800.0,5,0,0,0,0.0
109006,0,0.156327186,42,0,0.26333929,7833.0,12,0,1,0,0.0
118007,0,0.5010561319999999,56,1,0.5545845059999999,6750.0,14,0,2,0,0.0
73840,0,0.0,43,0,0.0,5500.0,3,0,0,0,0.0
82412,0,0.0,23,0,0.0,500.0,1,0,0,0,0.0
128851,0,0.0716156369999999,81,0,0.01986755,2264.0,9,0,0,0,0.0
99094,0,0.0763525759999999,93,0,0.027941553,3900.0,2,0,0,0,0.0
51842,0,0.0,29,0,2.115845539,750.0,5,0,1,0,0.0
58983,0,0.432556889,40,0,0.553538542,3800.0,7,0,1,0,0.0
73112,0,0.2359601299999999,50,0,0.345815662,9666.0,7,0,2,0,2.0
73904,0,0.8797405640000002,40,2,0.573639367,5750.0,8,7,2,0,1.0
50279,0,0.667730957,38,0,0.4251350879999999,5736.0,7,0,1,0,3.0
53686,0,0.0,40,0,0.190831054,10600.0,7,0,1,0,1.0
143291,0,0.4837019659999999,41,2,0.523307661,7400.0,12,0,2,0,3.0
81331,0,0.4709327529999999,66,0,0.81934629,4527.0,20,0,1,0,0.0
101830,0,0.019871979,30,0,0.092363359,5250.0,4,0,0,0,3.0
34390,0,0.4662719069999999,36,1,0.1179105669999999,12500.0,5,1,0,0,1.0
116893,0,0.034112845,62,0,0.168972695,8166.0,13,0,1,0,0.0
121311,0,0.4263235349999999,40,0,0.4488056520000001,8916.0,7,0,3,0,4.0
80182,0,0.141503095,39,1,0.215017065,9375.0,19,0,1,0,2.0
123418,0,0.0149966319999999,57,0,0.006285116,10500.0,19,0,0,0,0.0
146065,0,0.056074888,79,1,0.197690905,4936.0,16,0,2,0,1.0
66046,0,0.0750834199999999,67,0,0.441318439,7250.0,11,0,1,0,0.0
129500,0,0.148118836,36,0,0.3421315739999999,5000.0,8,0,1,0,1.0
70536,1,0.448900116,52,4,0.4134382059999999,11950.0,14,3,3,1,2.0
122949,1,0.969037252,60,7,0.3831108349999999,6441.0,7,0,2,0,2.0
103561,0,0.004200919,68,0,0.0005999399999999,10000.0,9,0,0,0,0.0
121966,0,0.9999999,37,1,0.082333395,5416.0,1,0,0,0,0.0
143578,1,0.9999999,49,1,1642.0,0.0,1,0,1,1,3.0
97019,0,0.040088295,65,0,0.102040816,8917.0,4,0,1,0,2.0
75031,0,0.902863751,47,1,0.6181921639999999,12301.0,10,0,2,0,1.0
57663,0,0.133896918,38,0,0.641615255,5348.0,5,0,1,0,0.0
24052,1,0.9999999,51,98,0.0,800.0,0,98,0,98,0.0
57924,0,0.0771845629999999,71,0,0.003354681,3278.0,1,0,0,0,0.0
43999,0,0.2889338089999999,52,0,0.7070631969999999,4034.0,9,0,1,0,0.0
22790,0,0.967221724,54,0,0.825808745,5625.0,15,0,2,0,0.0
10825,1,0.877402819,67,3,1.4101404430000002,4200.0,12,4,3,1,0.0
72147,0,0.388507433,34,0,0.181026137,4131.0,6,0,0,0,0.0
89844,0,0.0388692579999999,51,2,0.36818052,3500.0,9,0,1,0,0.0
58421,0,0.009523356,75,0,0.001638002,3662.0,1,0,0,0,0.0
40528,0,0.647541166,46,1,0.650666901,11395.0,10,0,3,0,2.0
16858,0,0.835620845,53,0,0.349178404,6815.0,18,0,1,0,0.0
52967,0,0.01474116,74,0,0.2150259069999999,3859.0,21,0,1,0,0.0
113271,0,0.18339113,42,2,0.5337331329999999,2000.0,9,0,0,1,0.0
41562,0,0.0,72,0,0.189591078,3227.0,7,0,1,0,0.0
40783,1,0.969100618,47,2,1.083436151,6483.0,10,0,2,0,2.0
2399,0,0.11493527,35,1,0.101624323,2400.0,3,0,0,0,0.0
135476,0,0.999086996,61,1,0.20335333,6500.0,6,0,0,0,0.0
74765,0,1.34117701,56,2,0.4940661559999999,11880.0,25,0,3,0,2.0
95304,0,0.458445364,47,0,0.153030059,6220.0,7,0,0,0,1.0
127199,0,0.078171008,32,0,0.364168855,4950.0,14,0,1,0,0.0
148047,0,0.499873424,38,3,0.627945727,4200.0,6,0,1,0,2.0
77414,0,1.1328619,63,1,0.649960223,15083.0,19,0,2,0,1.0
43813,0,0.4977308189999999,44,0,0.393387816,8075.0,9,0,0,0,2.0
29953,0,0.304914286,65,2,0.282742317,4229.0,18,0,0,0,0.0
63573,0,0.0098351399999999,55,0,0.2267602639999999,4700.0,6,0,2,0,0.0
119734,1,0.947605239,41,4,0.7414517099999999,5000.0,5,1,1,1,2.0
21008,0,0.074897503,39,0,0.4643218989999999,6908.0,7,0,2,0,1.0
74988,0,0.033586217,55,0,0.126681163,12416.0,9,0,2,0,0.0
97104,0,0.7599332159999997,50,0,0.628206798,7678.0,12,0,2,0,3.0
5681,0,0.330179608,59,0,0.554445554,1000.0,6,0,0,0,0.0
14947,0,0.0,44,0,8.332667333,1000.0,16,0,3,0,3.0
123857,0,0.6544016729999999,59,0,0.4739691799999999,2400.0,5,0,1,0,0.0
102669,0,0.084779258,58,0,0.20704507,6500.0,5,0,1,0,0.0
48813,1,0.555471361,48,0,0.6799323449999999,10050.0,16,0,1,0,1.0
88334,0,0.285818136,29,1,0.092903668,2916.0,6,0,0,0,0.0
95679,0,0.134521637,67,0,0.024148793,6666.0,4,0,0,0,1.0
86520,0,0.57460809,64,0,0.478473354,8593.0,9,0,2,0,0.0
56082,0,0.7940563809999999,54,0,0.2869600489999999,4930.0,21,0,1,0,3.0
17963,0,0.011102279,47,0,0.152588813,10583.0,9,0,2,0,2.0
39210,0,0.569038957,45,0,0.260245036,7100.0,7,0,1,0,0.0
114663,0,0.4706187909999999,61,1,0.3774985719999999,1750.0,8,0,0,0,0.0
57939,0,0.288903303,36,0,0.209345003,7083.0,5,0,1,0,0.0
83170,0,0.0395139539999999,63,0,0.461415434,2500.0,12,0,1,0,0.0
71397,0,0.0,52,0,0.7283906289999998,11140.0,9,0,3,0,0.0
98581,0,0.093004734,57,0,0.255667946,8600.0,9,0,2,0,1.0
37052,0,0.125222529,58,1,0.245853429,8500.0,5,0,1,0,0.0
52690,0,0.662784698,51,0,0.220787336,4800.0,10,0,0,0,0.0
94629,0,0.1528170469999999,29,0,0.5143570539999999,800.0,6,0,0,0,0.0
62546,0,0.998030452,40,0,0.109691752,3600.0,1,0,0,0,0.0
34865,0,0.020098995,46,0,0.948532539,2350.0,5,0,2,0,2.0
2858,0,0.002405561,66,0,0.012420181,14250.0,13,0,0,0,0.0
7852,0,0.000222753,45,0,0.320671378,6791.0,8,0,1,0,0.0
83862,0,0.8045698,40,0,2.4594257180000003,800.0,9,0,1,0,2.0
79580,0,0.3906266259999999,82,0,0.099459135,6655.0,8,0,0,0,0.0
42316,0,0.373089559,51,0,0.293121693,1889.0,2,0,0,0,0.0
80504,0,0.11174746,54,0,0.11705106,7500.0,4,0,0,0,1.0
66869,0,0.15062795,26,0,0.165566887,5000.0,5,0,0,0,0.0
53532,0,0.042583283,51,0,0.5435134879999999,10490.0,8,0,2,0,3.0
116892,0,0.253605241,68,0,0.3029444179999999,6350.0,14,0,1,0,0.0
26419,0,0.0344535009999999,49,0,0.3471849870000001,3729.0,6,0,1,0,0.0
26974,0,0.042524125,45,0,0.109025456,23333.0,8,0,1,0,3.0
42403,0,0.014505818,68,0,1.34156051,1255.0,20,0,3,0,0.0
51336,0,0.0,57,0,0.000727207,11000.0,9,0,0,0,0.0
62718,0,1.084897651,38,0,0.3228449689999999,3050.0,4,0,0,0,0.0
92936,0,0.009456871,44,0,0.4191547999999999,4353.0,9,0,1,0,2.0
94799,1,0.803532745,51,1,1.069382559,3141.0,5,0,1,0,0.0
117008,0,0.45859811,52,0,1.282126168,3423.0,9,0,2,0,0.0
63118,0,0.192184203,36,0,0.3512544799999999,5300.0,8,0,0,0,2.0
126180,0,0.9999999,31,0,0.220222793,3500.0,5,0,0,0,1.0
105066,0,0.594859405,24,0,0.1149712569999999,4000.0,7,0,0,0,0.0
127942,0,0.1708369189999999,41,0,0.6381003389999998,5600.0,11,0,2,0,2.0
32678,0,0.398652726,53,0,0.833109017,5200.0,14,0,2,0,1.0
65151,0,0.015180145,55,1,0.6857232109999998,3200.0,12,0,1,0,1.0
40058,0,0.115939679,57,0,0.0627378109999999,11300.0,7,0,0,0,2.0
86503,0,0.85338157,54,0,0.685662867,3333.0,7,0,2,0,1.0
89527,0,0.023416248,59,0,0.0091402459999999,3500.0,4,0,0,0,0.0
144712,0,0.739142029,51,0,0.412198475,8000.0,13,0,1,0,2.0
50557,0,0.322103079,47,0,0.108641683,8458.0,13,0,0,0,0.0
82960,0,0.0094997499999999,65,0,0.138222222,8999.0,7,0,1,0,0.0
23130,0,0.659136907,45,0,0.3346108979999999,6000.0,10,0,1,0,3.0
90558,0,0.2028385819999999,59,0,0.534816942,2785.0,14,0,0,0,0.0
65865,0,0.1661501039999999,54,0,0.3529887509999999,13600.0,13,0,4,0,0.0
27961,0,0.115705334,83,0,0.255037687,6500.0,16,0,1,0,1.0
74149,0,0.276173569,41,0,0.423900259,4250.0,9,0,1,0,2.0
78645,0,0.624234712,46,0,0.5236920039999999,6077.0,8,0,1,0,0.0
118249,0,0.9999999,54,1,0.23892036,3000.0,6,0,0,0,1.0
9049,0,0.053245275,47,0,0.292470753,10000.0,12,0,2,0,3.0
78182,1,0.0101452639999999,56,0,2.597280544,5000.0,28,0,15,0,0.0
139008,0,0.6985828759999999,60,0,1.180704824,4000.0,13,0,1,0,0.0
72805,0,0.004692405,34,0,0.2404398899999999,4000.0,10,0,1,0,0.0
105668,0,0.016898559,61,0,0.250107128,7000.0,8,0,1,0,0.0
44176,0,0.975300617,45,0,0.1720933989999999,12376.0,11,0,0,0,0.0
43096,0,0.191114904,71,0,0.110788582,6200.0,8,0,1,1,0.0
8919,1,0.651937559,49,2,0.5696491229999999,11399.0,26,0,4,0,0.0
96411,0,0.1689211989999999,65,0,0.08852153,7500.0,7,0,1,0,2.0
96690,0,0.0146189219999999,39,0,0.303229788,4860.0,6,0,2,0,0.0
9762,0,0.672064777,38,0,0.3060582219999999,5083.0,6,0,2,0,0.0
144040,0,0.757494149,68,6,0.0911341779999999,10500.0,21,0,1,2,0.0
61622,0,0.487935924,44,0,0.5579256099999998,7500.0,8,0,3,0,1.0
100324,0,0.7782091439999999,49,0,0.508499227,11000.0,15,0,2,0,3.0
86267,0,0.387811634,64,0,0.37142078,11000.0,11,0,2,0,0.0
111076,0,0.0,73,0,0.0,2500.0,4,0,0,0,0.0
109904,0,0.4203576689999999,40,0,0.988191423,1608.0,8,0,1,0,1.0
84229,0,0.9999999,55,0,0.1006129219999999,29856.0,2,0,1,1,2.0
30594,0,0.07488058,49,0,0.649739982,6537.0,11,0,1,0,3.0
82798,0,0.0486282479999999,77,0,0.0746705709999999,1365.0,9,0,0,0,0.0
28224,1,1.0,59,1,0.085412668,2083.0,1,0,0,0,0.0
62598,0,0.0,44,0,0.255965871,7500.0,6,0,1,0,0.0
20769,0,0.0,81,0,0.275024912,11038.0,10,0,1,0,0.0
46570,0,0.0242991899999999,45,0,0.797250859,3200.0,7,0,2,1,2.0
119475,0,0.307204103,47,0,0.3896525870000001,4000.0,8,0,0,0,3.0
64159,0,0.029445248,58,0,0.130215773,13300.0,8,1,1,0,1.0
97828,0,0.9999999,39,0,3.139088729,1250.0,7,0,2,0,0.0
17915,1,0.120369489,37,0,0.0056914319999999,6500.0,3,0,0,0,0.0
84528,0,0.0149970009999999,54,0,0.063848022,7000.0,4,0,0,0,0.0
130495,0,0.004684867,50,0,0.337102726,8400.0,9,0,2,0,0.0
82036,1,0.305790862,48,1,0.572413793,3624.0,7,0,1,0,4.0
881,0,0.15189171,59,0,0.3010745559999999,15075.0,13,0,2,0,0.0
147137,0,0.001514242,65,0,0.094364068,4630.0,17,0,0,0,1.0
43354,0,0.80199988,53,0,0.452899437,4086.0,3,0,1,0,0.0
120295,0,0.09044407,51,0,0.34239838,6912.0,16,0,1,0,2.0
3156,0,0.86155976,59,0,0.116463737,5666.0,4,0,0,0,1.0
99313,0,0.434386208,47,0,0.646810956,5220.0,14,0,2,0,0.0
125923,1,0.9546742210000002,56,1,0.51438729,9000.0,4,0,1,0,0.0
73886,0,0.0776906,80,0,0.0323980779999999,6450.0,5,1,0,0,0.0
128030,0,0.8247163419999999,40,0,0.975708502,5680.0,17,0,2,0,2.0
124418,0,0.825766969,58,0,0.294262421,6500.0,9,0,1,0,0.0
19582,0,0.006547359,68,0,0.089997534,24333.0,5,0,2,0,0.0
99933,0,0.0425104859999999,62,0,0.258093324,8957.0,13,0,1,0,0.0
36803,0,0.264135604,59,0,0.244893606,18750.0,6,0,3,0,3.0
8738,0,0.059359509,56,0,0.036992601,5000.0,13,0,0,0,0.0
50223,0,0.031917087,71,0,0.013997201,5000.0,7,0,0,0,1.0
116575,0,0.159587574,74,0,0.239378626,5342.0,17,0,0,0,0.0
42315,0,0.550178099,48,0,0.465561694,5429.0,11,0,2,0,0.0
110951,1,0.055394693,65,3,0.8795886299999999,7000.0,14,0,5,0,0.0
143744,0,0.033559339,80,0,0.0853579319999999,7696.0,9,0,1,0,0.0
42977,0,0.0291073209999999,84,0,0.010663112,3000.0,9,0,0,0,0.0
146368,0,0.00411758,41,2,0.8668532590000001,2500.0,9,0,2,0,0.0
118941,0,0.0288476109999999,50,0,0.003110765,9000.0,4,0,0,0,2.0
111899,0,0.016421477,80,0,0.0052783109999999,4167.0,3,0,0,0,0.0
50971,0,0.0823794729999999,51,0,0.509082918,6825.0,9,0,2,0,2.0
34559,0,0.9999999,46,0,1.565773691,2500.0,3,0,1,0,3.0
39505,0,0.0214710749999999,65,0,0.003721425,13166.0,5,0,0,0,1.0
8509,0,0.9999999,50,0,0.0,3083.0,0,0,0,0,0.0
80048,0,0.518725003,54,1,0.6029381759999999,4900.0,3,4,1,0,0.0
125696,0,0.001272694,46,0,0.2805393669999999,8750.0,6,0,1,0,0.0
27414,0,0.003088144,41,0,0.000181818,10999.0,5,0,0,0,3.0
61486,0,0.2662031779999999,63,0,0.354316461,21000.0,25,0,4,0,1.0
115750,0,0.780346199,36,0,0.331106658,4490.0,6,0,0,0,0.0
118474,0,0.739399529,69,0,2.978453739,788.0,9,0,1,0,0.0
101676,0,0.9999999,39,0,0.180781617,11488.0,6,0,1,0,2.0
35131,0,0.035793483,68,0,0.270745851,5000.0,7,0,2,0,0.0
99485,0,0.559583052,59,0,0.106689331,10000.0,5,0,0,0,0.0
81513,0,0.113497635,31,0,0.025073066,6500.0,5,0,0,0,1.0
25069,0,0.8727639729999997,42,3,0.49910006,15000.0,11,0,3,0,2.0
66878,0,0.304213628,41,0,0.416446684,12500.0,19,0,2,0,3.0
143738,0,0.011495749,38,0,552.0,0.0,14,0,0,0,1.0
98656,0,0.9999999,34,0,0.110577884,5000.0,6,0,0,1,0.0
99820,0,0.0736855099999999,75,0,0.0807622499999999,1101.0,8,0,0,0,0.0
123959,0,0.124367227,40,0,0.3329078919999999,4700.0,9,0,0,0,0.0
44846,0,0.306229106,54,0,0.7197121149999999,2500.0,10,0,1,0,0.0
37191,0,0.182150411,77,0,0.312046033,10600.0,8,0,1,0,0.0
58452,0,0.966414062,47,0,4.544982007,2500.0,9,0,4,0,1.0
70440,0,0.1547670069999999,44,0,0.3799739739999999,14600.0,8,0,4,0,0.0
147383,0,0.0290038739999999,69,0,0.095580884,5000.0,12,0,1,0,0.0
6915,0,0.009127364,55,0,0.4750786989999999,7623.0,9,0,1,0,0.0
94796,0,0.176528762,39,0,1.263357463,2900.0,6,0,2,0,0.0
58856,0,0.993171472,40,0,0.457882661,3050.0,7,0,1,0,2.0
97246,0,0.9999999,48,0,0.021249469,2352.0,0,0,0,1,1.0
28342,0,0.0,35,0,0.125811283,8011.0,4,0,0,0,1.0
125816,0,0.7755913079999999,59,0,0.5750277289999999,6310.0,12,0,2,0,3.0
73318,0,0.1374004849999999,39,0,0.248455973,17000.0,8,0,2,0,2.0
23314,0,0.2080895959999999,60,0,0.63330976,8483.0,8,0,2,0,1.0
149507,0,0.066168159,32,0,0.741051028,1312.0,6,0,0,0,2.0
121853,0,0.863922904,42,0,0.3129770989999999,5632.0,9,0,1,0,3.0
107993,0,0.9999999,43,0,0.649199148,10800.0,8,0,2,0,0.0
113255,0,0.024876835,74,0,0.003749063,4000.0,2,0,0,0,0.0
133860,0,0.065416183,43,1,0.4638170229999999,8000.0,7,0,1,0,2.0
72451,0,0.0320118409999999,65,0,0.352017937,2675.0,15,0,1,0,0.0
22531,0,0.222759586,65,0,0.0650744199999999,8666.0,5,0,0,0,1.0
9956,0,0.042151143,59,0,0.578722837,7500.0,9,0,2,0,1.0
15774,0,1.009488309,36,1,0.4665976179999999,1930.0,4,0,0,0,0.0
118093,0,0.156745685,82,0,0.232024477,1960.0,11,0,0,0,0.0
82362,0,0.559625545,65,0,0.378472222,9791.0,12,0,1,0,0.0
130936,0,0.164527933,27,0,0.3819736269999999,6900.0,31,0,2,0,0.0
60533,0,0.013850782,31,0,1.363011559,3200.0,12,0,2,0,0.0
85780,0,0.7878212179999998,46,0,0.7283179209999998,4000.0,6,0,2,0,4.0
52195,0,0.950849295,44,2,0.689103632,3000.0,11,0,2,0,0.0
3764,0,0.4777449389999999,62,0,1.012704687,3541.0,12,0,2,1,0.0
137603,0,0.746083594,50,0,1.407728181,1500.0,5,0,1,0,0.0
7785,0,0.023268592,42,0,0.000320543,74872.0,4,0,0,0,0.0
8010,0,0.0731133459999999,72,0,0.192543922,7000.0,4,0,1,0,0.0
72491,0,0.045082438,70,0,0.095460477,14560.0,5,0,1,0,0.0
83725,1,0.9999999,57,3,0.6265333939999999,2200.0,4,0,2,0,0.0
14721,0,0.9999999,59,0,0.105244738,20000.0,5,0,0,0,1.0
125147,0,4.79e-05,48,0,0.001152643,6072.0,15,0,0,0,0.0
120723,0,0.4237541029999999,40,0,0.1967068509999999,3400.0,6,0,1,0,1.0
92970,0,0.929860483,56,0,0.4704657820000001,11528.0,16,0,3,0,1.0
10409,0,0.023314672,48,0,0.1446333169999999,10294.0,14,0,1,0,1.0
126175,0,0.104382167,73,0,0.3356637670000001,12300.0,11,0,5,0,0.0
87251,0,0.0,23,0,0.0,1120.0,2,0,0,0,0.0
139880,1,0.9999999,40,1,0.0803732689999999,6643.0,1,1,0,1,2.0
2595,0,0.750260362,59,0,0.212889356,20000.0,6,0,2,0,0.0
134085,0,0.9999999,56,0,0.0,4333.0,3,0,0,0,1.0
139871,0,0.909948434,32,1,0.0963576159999999,6039.0,4,0,0,0,3.0
107870,0,0.066372694,44,0,0.3611910669999999,10074.0,7,0,2,0,3.0
71468,0,0.002795398,55,0,0.217341419,6100.0,4,0,2,0,3.0
147640,0,0.022926934,67,0,0.0663490379999999,5666.0,8,0,0,0,0.0
1510,0,0.0417356279999999,46,0,0.036921329,7041.0,22,0,0,0,0.0
107777,0,0.138681778,58,0,0.206482846,4750.0,12,0,1,0,0.0
41275,0,0.122496476,61,0,0.295286247,19580.0,17,0,3,0,0.0
135347,0,0.584210329,50,0,0.190307049,12668.0,10,0,2,1,0.0
47745,0,0.3404487039999999,62,0,0.70101899,4317.0,11,0,2,0,4.0
134882,0,0.9999999,51,0,0.200029265,13667.0,7,0,1,0,1.0
82845,0,0.009499525,45,0,0.001769912,2824.0,1,0,0,0,0.0
137036,0,0.524533421,64,0,0.7853055390000002,9785.0,19,0,3,0,0.0
105880,0,0.325722856,29,0,0.185612301,3641.0,4,0,0,0,0.0
70800,1,0.8028389379999998,48,2,0.211554486,10800.0,9,1,0,0,1.0
67708,0,0.401418053,42,0,0.4766523349999999,10000.0,9,0,4,0,0.0
78751,0,0.0,63,0,0.7593735879999999,6640.0,15,0,3,0,0.0
31972,0,0.030777208,37,0,0.046325612,6000.0,6,0,0,0,0.0
116019,1,0.4364032079999999,73,1,0.924982307,1412.0,10,0,0,0,0.0
127394,0,0.043160707,41,0,1.701059788,5000.0,14,0,1,0,1.0
101243,1,0.177257136,51,0,0.432995976,8200.0,14,0,2,0,4.0
100261,0,0.015640046,40,0,0.8171050609999998,6500.0,7,0,2,0,1.0
107172,0,0.563530705,38,0,0.3315440479999999,6333.0,2,0,1,0,2.0
15085,1,0.925558885,44,1,0.3568575229999999,750.0,4,0,0,0,0.0
66994,1,0.7399078839999998,37,4,0.3497668879999999,10080.0,14,0,1,0,1.0
110181,0,0.214493065,83,0,2.316165951,698.0,10,0,2,0,0.0
44474,0,0.4344292129999999,49,0,0.5012531329999999,1595.0,6,0,0,0,0.0
83607,0,0.035140849,35,0,0.6407742579999999,3977.0,8,0,2,0,0.0
18656,0,0.0014819929999999,57,1,0.56916005,16750.0,27,0,9,0,1.0
86832,0,0.9999999,40,0,0.193246826,21500.0,5,0,1,0,2.0
190,0,0.043032042,64,0,0.332016389,6833.0,14,0,2,0,0.0
24379,0,0.022992252,76,0,0.874903871,3900.0,13,0,2,0,0.0
12937,0,0.645772538,28,0,0.276787202,6000.0,9,0,0,0,0.0
67148,0,0.985338221,33,0,0.21815154,1200.0,2,0,0,0,1.0
16286,0,0.186506967,74,0,138.5,1.0,6,0,0,0,0.0
5966,1,0.0,41,0,0.852315954,4468.0,7,1,2,0,1.0
112087,1,1.00208316,60,0,0.319447751,4200.0,10,2,1,0,0.0
54868,0,0.0,58,0,0.000480538,2080.0,4,0,0,0,0.0
47894,0,0.955044955,25,0,0.055888224,500.0,2,0,0,0,0.0
83993,0,0.176960768,53,0,0.586314848,2235.0,10,0,1,0,1.0
51950,0,0.006283229,64,0,0.0009533709999999,11537.0,3,0,0,0,0.0
59648,0,0.451061517,48,0,5.24970004,7500.0,26,0,2,0,2.0
127428,0,0.046503081,25,0,0.169111111,4499.0,30,0,0,0,0.0
